"species","Sample","treat","Order","feed","name","length","Taxa","a","b","biomass"
"SAME","SAME10","T","HYME","pred","HYMENOPTERA",5.5,"HYMENOPTERA",0.1636,1.9,4.17323085186318
"ARCA","ARCA1","C","HYME","pred","HYMENOPTERA",6,"HYMENOPTERA",0.1636,1.9,4.92346296071822
"ENCA","ENCA12","T","HYME","pred","HYMENOPTERA",6,"HYMENOPTERA",0.1636,1.9,4.92346296071822
"SAAP","SAAP1","T","HYME","pred","HYMENOPTERA",6,"HYMENOPTERA",0.1636,1.9,4.92346296071822
"ARDO","ARDO9","C","HYME","pred","HYMENOPTERA",6.5,"HYMENOPTERA",0.1636,1.9,5.73216491965671
"SAAP","SAAP3","T","HYME","pred","HYMENOPTERA",6.5,"HYMENOPTERA",0.1636,1.9,5.73216491965671
"SAME","SAME14","T","ISOP","herb","ISOPODA",1.5,"ISOPODA",0.0101,2.844,0.0319981532855163
"SAME","SAME14","T","ISOP","herb","ISOPODA",1.5,"ISOPODA",0.0101,2.844,0.0319981532855163
"ARCA","ARCA8","C","ISOP","herb","ISOPODA",2,"ISOPODA",0.0101,2.844,0.0725188120939147
"ERPA","ERPA2","C","ISOP","herb","ISOPODA",2,"ISOPODA",0.0101,2.844,0.0725188120939147
"ARDO","ARDO11","C","ISOP","herb","ISOPODA",3,"ISOPODA",0.0101,2.844,0.22974931341234
"ARDO","ARDO11","C","ISOP","herb","ISOPODA",3,"ISOPODA",0.0101,2.844,0.22974931341234
"SAME","SAME2","C","ISOP","herb","ISOPODA",3,"ISOPODA",0.0101,2.844,0.22974931341234
"SAME","SAME8","C","ISOP","herb","ISOPODA",3,"ISOPODA",0.0101,2.844,0.22974931341234
"ARDO","ARDO11","C","ISOP","herb","ISOPODA",3.5,"ISOPODA",0.0101,2.844,0.35616471493458
"ERFA","ERFA6","T","ISOP","herb","ISOPODA",3.5,"ISOPODA",0.0101,2.844,0.35616471493458
"ISME","ISME2","T","ISOP","herb","ISOPODA",3.5,"ISOPODA",0.0101,2.844,0.35616471493458
"ISME","ISME2","T","ISOP","herb","ISOPODA",4,"ISOPODA",0.0101,2.844,0.520690901733912
"ARCA","ARCA6","T","LEPI","herb","LEPIDOPTERA",2,"LEPIDOPTERA",0.011,2.571,0.0653643285090765
"ENCA","ENCA12","T","LEPI","herb","LEPIDOPTERA",2,"LEPIDOPTERA",0.011,2.571,0.0653643285090765
"ERPA","ERPA5","T","LEPI","herb","LEPIDOPTERA",2,"LEPIDOPTERA",0.011,2.571,0.0653643285090765
"ERPA","ERPA5","T","LEPI","herb","LEPIDOPTERA",2,"LEPIDOPTERA",0.011,2.571,0.0653643285090765
"ERPA","ERPA7","T","LEPI","herb","LEPIDOPTERA",2,"LEPIDOPTERA",0.011,2.571,0.0653643285090765
"ARDO","ARDO1","T","LEPI","herb","LEPIDOPTERA",2.5,"LEPIDOPTERA",0.011,2.571,0.116010272642325
"ARDO","ARDO3","T","LEPI","herb","LEPIDOPTERA",2.5,"LEPIDOPTERA",0.011,2.571,0.116010272642325
"ERPA","ERPA5","T","LEPI","herb","LEPIDOPTERA",2.5,"LEPIDOPTERA",0.011,2.571,0.116010272642325
"LUAL","LUAL5","C","LEPI","herb","LEPIDOPTERA",2.5,"LEPIDOPTERA",0.011,2.571,0.116010272642325
"SAME","SAME7","T","LEPI","herb","LEPIDOPTERA",2.5,"LEPIDOPTERA",0.011,2.571,0.116010272642325
"ARDO","ARDO11","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"ARDO","ARDO13","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"ARDO","ARDO3","T","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"ARDO","ARDO4","T","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"ERFA","ERFA9","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"LUAL","LUAL5","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"LUAL","LUAL5","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"SAAP","SAAP11","T","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"SAAP","SAAP4","C","LEPI","herb","LEPIDOPTERA",3,"LEPIDOPTERA",0.011,2.571,0.185383651005401
"SAAP","SAAP12","C","LEPI","herb","LEPIDOPTERA",3.5,"LEPIDOPTERA",0.011,2.571,0.275544424156321
"ARCA","ARCA2","T","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"ARCA","ARCA8","C","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"LUAL","LUAL12","T","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"LUAL","LUAL7","T","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"SAAP","SAAP4","C","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"SAME","SAME7","T","LEPI","herb","LEPIDOPTERA",4,"LEPIDOPTERA",0.011,2.571,0.38840867649477
"SAAP","SAAP5","T","LEPI","herb","LEPIDOPTERA",4.5,"LEPIDOPTERA",0.011,2.571,0.525777573853914
"ARCA","ARCA2","T","LEPI","herb","LEPIDOPTERA",5,"LEPIDOPTERA",0.011,2.571,0.689357597401859
"ERFA","ERFA6","T","LEPI","herb","LEPIDOPTERA",5,"LEPIDOPTERA",0.011,2.571,0.689357597401859
"ERFA","ERFA9","C","LEPI","herb","LEPIDOPTERA",6,"LEPIDOPTERA",0.011,2.571,1.10158889677537
"SAAP","SAAP3","T","LEPI","herb","LEPIDOPTERA",6,"LEPIDOPTERA",0.011,2.571,1.10158889677537
"LUAL","LUAL7","T","LEPI","herb","LEPIDOPTERA",6.5,"LEPIDOPTERA",0.011,2.571,1.35329639553072
"SAAP","SAAP2","C","LEPI","herb","LEPIDOPTERA",7,"LEPIDOPTERA",0.011,2.571,1.63734329630892
"ENCA","ENCA7","C","LEPI","herb","LEPIDOPTERA",8.5,"LEPIDOPTERA",0.011,2.571,2.69729683738644
"ERFA","ERFA11","T","NEUR","pred","NEUROPTERA",2,"NEUROPTERA",0.0814,1.53,0.235071673031062
"SAAP","SAAP6","C","NEUR","pred","NEUROPTERA",2,"NEUROPTERA",0.0814,1.53,0.235071673031062
"ARCA","ARCA6","T","NEUR","pred","NEUROPTERA",2.5,"NEUROPTERA",0.0814,1.53,0.330729259245364
"ARCA","ARCA7","T","NEUR","pred","NEUROPTERA",2.5,"NEUROPTERA",0.0814,1.53,0.330729259245364
"ARCA","ARCA7","T","NEUR","pred","NEUROPTERA",2.5,"NEUROPTERA",0.0814,1.53,0.330729259245364
"ARCA","ARCA9","T","NEUR","pred","NEUROPTERA",2.5,"NEUROPTERA",0.0814,1.53,0.330729259245364
"ISME","ISME7","T","NEUR","pred","NEUROPTERA",2.5,"NEUROPTERA",0.0814,1.53,0.330729259245364
"ARCA","ARCA7","T","NEUR","pred","NEUROPTERA",3,"NEUROPTERA",0.0814,1.53,0.43713937259468
"ARCA","ARCA9","T","NEUR","pred","NEUROPTERA",3,"NEUROPTERA",0.0814,1.53,0.43713937259468
"LUAL","LUAL5","C","NEUR","pred","NEUROPTERA",3,"NEUROPTERA",0.0814,1.53,0.43713937259468
"ERFA","ERFA5","C","NEUR","pred","NEUROPTERA",4,"NEUROPTERA",0.0814,1.53,0.678853703459738
"ARCA","ARCA11","T","NEUR","pred","NEUROPTERA",6,"NEUROPTERA",0.0814,1.53,1.26239660520369
"ERPA","ERPA12","T","ORTH","herb","ORTHOPTERA",2,"ORTHOPTERA",0.0255,2.637,0.158619391320042
"ARCA","ARCA8","C","ORTH","herb","ORTHOPTERA",2.5,"ORTHOPTERA",0.0255,2.637,0.285698515186617
"SAME","SAME12","T","ORTH","herb","ORTHOPTERA",2.5,"ORTHOPTERA",0.0255,2.637,0.285698515186617
"ARDO","ARDO10","C","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"ENCA","ENCA12","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"ERFA","ERFA11","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"ERPA","ERPA1","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"ERPA","ERPA4","C","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"LUAL","LUAL12","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"LUAL","LUAL6","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"LUAL","LUAL6","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"SAAP","SAAP1","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"SAAP","SAAP3","T","ORTH","herb","ORTHOPTERA",3,"ORTHOPTERA",0.0255,2.637,0.462071230321323
"ENCA","ENCA12","T","ORTH","herb","ORTHOPTERA",3.5,"ORTHOPTERA",0.0255,2.637,0.693821276085515
"SAAP","SAAP7","T","ORTH","herb","ORTHOPTERA",3.5,"ORTHOPTERA",0.0255,2.637,0.693821276085515
"ARCA","ARCA6","T","ORTH","herb","ORTHOPTERA",4,"ORTHOPTERA",0.0255,2.637,0.986671031480023
"ENCA","ENCA12","T","ORTH","herb","ORTHOPTERA",4,"ORTHOPTERA",0.0255,2.637,0.986671031480023
"ISME","ISME12","C","ORTH","herb","ORTHOPTERA",4,"ORTHOPTERA",0.0255,2.637,0.986671031480023
"LUAL","LUAL13","T","ORTH","herb","ORTHOPTERA",4,"ORTHOPTERA",0.0255,2.637,0.986671031480023
"SAAP","SAAP6","C","ORTH","herb","ORTHOPTERA",4,"ORTHOPTERA",0.0255,2.637,0.986671031480023
"ENCA","ENCA12","T","ORTH","herb","ORTHOPTERA",4.5,"ORTHOPTERA",0.0255,2.637,1.346051199124
"LUAL","LUAL6","T","ORTH","herb","ORTHOPTERA",4.5,"ORTHOPTERA",0.0255,2.637,1.346051199124
"LUAL","LUAL6","T","ORTH","herb","ORTHOPTERA",4.5,"ORTHOPTERA",0.0255,2.637,1.346051199124
"LUAL","LUAL6","T","ORTH","herb","ORTHOPTERA",4.5,"ORTHOPTERA",0.0255,2.637,1.346051199124
"ERPA","ERPA1","T","ORTH","herb","ORTHOPTERA",5,"ORTHOPTERA",0.0255,2.637,1.7771499835271
"SAAP","SAAP3","T","ORTH","herb","ORTHOPTERA",5,"ORTHOPTERA",0.0255,2.637,1.7771499835271
"SAAP","SAAP5","T","ORTH","herb","ORTHOPTERA",6,"ORTHOPTERA",0.0255,2.637,2.87425322745377
"ARCA","ARCA8","C","ORTH","herb","ORTHOPTERA",6.5,"ORTHOPTERA",0.0255,2.637,3.54970859311561
"ERPA","ERPA4","C","ORTH","herb","ORTHOPTERA",6.5,"ORTHOPTERA",0.0255,2.637,3.54970859311561
"LUAL","LUAL13","T","ORTH","herb","ORTHOPTERA",6.5,"ORTHOPTERA",0.0255,2.637,3.54970859311561
"SAME","SAME14","T","ORTH","herb","ORTHOPTERA",7,"ORTHOPTERA",0.0255,2.637,4.31582386265016
"ARCA","ARCA10","C","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ARCA","ARCA9","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ARDO","ARDO1","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERPA","ERPA13","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ERPA","ERPA13","T","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"LUAL","LUAL5","C","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"SAME","SAME8","C","PSOC","herb","PSOCOPTERA",1,"PSOCOPTERA",0.0425,1.637,0.0425
"ARCA","ARCA10","C","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA10","C","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA3","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA3","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA4","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA6","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA6","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ENCA","ENCA9","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"LUAL","LUAL5","C","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"SAAP","SAAP1","T","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"SAME","SAME8","C","PSOC","herb","PSOCOPTERA",1.5,"PSOCOPTERA",0.0425,1.637,0.08253731201138
"ARCA","ARCA10","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA4","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA4","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA9","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA9","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARDO","ARDO9","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARDO","ARDO9","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARDO","ARDO9","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ENCA","ENCA10","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ERFA","ERFA8","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ERPA","ERPA13","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ERPA","ERPA13","T","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"LUAL","LUAL5","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"LUAL","LUAL9","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"SAME","SAME6","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"SAME","SAME8","C","PSOC","herb","PSOCOPTERA",2,"PSOCOPTERA",0.0425,1.637,0.132182826100035
"ARCA","ARCA6","T","PSOC","herb","PSOCOPTERA",2.5,"PSOCOPTERA",0.0425,1.637,0.190465676791078
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",2.5,"PSOCOPTERA",0.0425,1.637,0.190465676791078
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",3,"PSOCOPTERA",0.0425,1.637,0.256706239067402
"ARCA","ARCA8","C","PSOC","herb","PSOCOPTERA",3,"PSOCOPTERA",0.0425,1.637,0.256706239067402
"SAME","SAME5","T","PSOC","herb","PSOCOPTERA",3,"PSOCOPTERA",0.0425,1.637,0.256706239067402
"SAME","SAME5","T","PSOC","herb","PSOCOPTERA",3,"PSOCOPTERA",0.0425,1.637,0.256706239067402
"SAME","SAME6","C","PSOC","herb","PSOCOPTERA",3,"PSOCOPTERA",0.0425,1.637,0.256706239067402
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",0.5,"STERNORRHYNCHA",0.0598,1.724,0.0181019546050608
"ISME","ISME9","C","STER","herb","STERNORRHYNCHA",0.5,"STERNORRHYNCHA",0.0598,1.724,0.0181019546050608
"ARCA","ARCA10","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA10","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA5","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA5","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA5","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA5","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA8","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA8","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARCA","ARCA8","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO1","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO1","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO10","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO4","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO4","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO4","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO4","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO5","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO5","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO6","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ARDO","ARDO7","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA10","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA14","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA14","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA5","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA6","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA8","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ENCA","ENCA8","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA1","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA1","C","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA10","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA11","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA12","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA13","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA13","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA2","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
"ERFA","ERFA3","T","STER","herb","STERNORRHYNCHA",1,"STERNORRHYNCHA",0.0598,1.724,0.0598
